NID,nodeType,Centroid_X,Centroid_Y,gene_1,gene_2,gene_3
1,8,51,86,6,24,31
1,4,387,205,38,11,31
1,7,523,41,24,32,43
1,12,467,205,17,10,14
1,7,430,25,6,39,40
1,4,609,647,21,34,34
1,4,168,196,29,28,34
1,4,642,555,10,44,40
1,3,89,293,8,10,31
1,9,283,719,11,42,4
1,11,539,539,20,48,16
1,6,682,753,14,15,22
1,5,447,590,12,44,30
1,11,646,755,49,15,9
1,10,182,129,29,5,25
1,12,683,766,38,14,15
1,2,724,478,15,33,29
1,5,27,721,22,20,46
1,5,593,97,3,23,44
1,4,582,583,19,37,20
1,4,692,394,8,1,6
1,9,54,64,10,39,13
1,1,746,355,29,25,31
1,10,424,725,49,9,32
1,12,186,17,26,34,13
1,8,220,718,27,12,18
1,10,180,760,14,37,30
1,6,226,597,13,29,28
1,1,603,438,30,8,8
1,8,204,11,35,30,24
1,5,190,172,35,5,5
1,2,537,581,19,40,35
1,2,324,639,28,5,22
1,9,288,184,1,7,7
1,11,19,451,1,34,11
1,4,263,523,30,22,33
1,5,284,489,8,1,11
1,6,751,400,27,45,24
1,7,609,376,15,6,16
1,1,627,556,32,45,25
1,4,187,35,25,13,8
1,2,530,643,38,40,32
1,1,206,517,40,16,31
1,10,409,636,34,41,8
1,11,184,621,28,49,25
1,3,152,712,31,38,43
1,11,666,60,13,19,48
1,11,460,311,43,20,21
1,6,111,279,5,22,45
1,1,201,517,46,30,25
1,3,130,651,42,19,15
1,3,240,244,38,3,46
1,4,664,481,9,34,9
1,1,165,110,46,31,15
1,12,677,575,18,24,47
1,9,427,461,9,21,5
1,2,746,129,36,3,33
1,5,508,285,46,47,35
1,1,312,231,49,16,28
1,11,771,600,12,24,9
1,11,563,378,1,38,9
1,8,180,308,4,38,6
1,8,228,437,40,9,18
1,9,672,578,5,9,33
1,9,524,272,10,40,27
1,4,278,336,48,16,15
1,1,112,763,13,14,29
1,6,222,89,3,20,45
1,2,735,290,22,0,45
1,8,252,11,38,31,31
1,4,627,394,18,23,14
1,11,646,494,45,17,37
1,4,634,451,40,9,39
1,9,547,724,24,50,37
1,6,287,675,46,10,49
1,1,174,352,50,8,16
1,2,287,607,41,46,15
1,12,133,24,3,39,49
1,4,623,234,26,50,50
1,2,95,222,38,46,23
1,11,486,236,5,12,48
1,1,499,120,49,41,20
1,1,462,41,32,45,48
1,8,463,683,50,14,39
1,7,133,477,43,10,4
1,4,166,567,47,35,23
1,6,429,134,35,17,15
1,1,244,414,29,32,19
1,1,645,748,29,40,13
1,8,532,147,46,48,1
1,12,131,295,5,19,36
1,1,481,235,9,36,25
1,1,24,322,23,29,45
1,3,536,775,37,2,7
1,3,298,445,18,13,43
1,6,502,352,30,25,1
1,7,188,741,50,41,20
1,4,159,82,29,40,4
1,3,547,47,4,32,7
1,2,87,8,33,26,37
1,7,538,337,18,1,8
1,4,85,70,39,34,26
1,2,243,474,28,17,45
1,11,148,303,19,14,36
1,3,39,322,31,19,7
1,12,553,599,10,14,49
1,2,133,554,27,28,37
1,10,32,275,26,13,35
1,1,168,79,47,39,27
1,5,514,125,16,30,25
1,1,20,284,3,49,17
1,5,671,54,44,39,18
1,11,9,699,24,11,44
1,5,244,134,49,28,37
1,9,446,389,8,2,29
1,12,51,392,47,4,9
1,11,168,100,9,12,4
1,2,78,610,34,11,15
1,2,548,291,15,15,16
1,11,235,500,48,11,40
1,5,451,756,10,26,16
1,10,515,458,24,28,18
1,6,489,732,23,31,21
1,12,169,98,40,29,47
1,12,32,428,45,39,48
1,5,586,247,35,46,29
1,6,727,190,12,5,38
1,1,61,682,23,31,20
1,4,758,355,21,35,32
1,11,192,473,44,11,8
1,4,726,453,4,48,50
1,4,29,451,26,5,48
1,6,744,588,35,49,37
1,9,472,353,22,16,1
1,6,222,707,38,12,22
1,4,588,547,27,19,0
1,1,243,383,22,30,29
1,9,761,352,29,41,30
1,12,625,280,29,13,9
1,7,33,55,23,48,34
1,1,164,558,10,32,4
1,7,404,119,35,2,15
1,8,247,446,29,14,15
1,7,691,743,17,25,43
1,2,541,172,17,27,48
1,7,100,545,32,15,40
1,10,758,71,10,11,38
1,3,599,277,22,17,39
1,2,508,192,19,34,37
1,1,493,532,12,11,2
1,6,388,105,15,11,11
1,10,264,313,17,28,0
1,3,660,298,20,47,17
1,3,603,251,32,18,43
1,10,64,237,8,35,22
1,1,359,484,48,12,40
1,2,769,143,35,3,7
1,11,140,723,15,49,31
1,12,619,574,28,8,48
1,4,180,158,29,6,4
1,4,746,250,28,15,18
1,3,344,118,5,1,19
1,10,484,617,19,14,5
1,8,172,446,0,36,45
1,2,136,507,15,17,6
1,1,22,458,38,37,18
1,2,138,291,13,44,30
1,2,22,735,39,20,50
1,12,506,439,36,33,40
1,4,509,541,7,48,26
1,8,374,781,7,48,25
1,9,697,675,26,16,2
1,2,411,125,41,42,3
1,5,238,587,0,32,18
1,7,79,280,39,33,24
1,1,650,81,3,22,42
1,2,12,290,38,11,23
1,1,743,694,16,48,25
1,7,235,230,33,32,8
1,5,631,555,49,38,11
1,10,637,611,17,26,47
1,3,41,321,15,4,18
1,1,729,465,7,36,12
1,3,546,492,26,45,19
1,8,579,680,36,15,28
1,1,145,571,3,35,37
1,5,301,381,13,24,41
1,7,73,247,1,27,5
1,7,636,100,23,1,49
1,1,441,326,44,16,34
1,11,136,660,37,15,15
1,1,175,585,3,35,50
1,6,427,72,8,15,37
1,2,737,193,18,35,28
1,1,430,181,13,14,11
1,2,700,707,15,12,15
1,5,427,112,20,39,35
1,1,399,775,23,9,31
1,10,212,223,1,46,8
1,2,528,215,15,6,44
1,4,668,607,32,17,35
1,10,528,508,8,25,8
1,2,433,140,3,1,50
1,8,188,344,47,15,25
1,2,201,711,14,20,38
1,12,9,728,7,16,12
1,7,767,364,34,44,23
1,11,740,39,26,18,27
1,1,571,345,34,3,12
1,1,662,667,20,11,23
1,9,556,305,5,14,18
1,5,31,139,9,44,40
1,2,588,481,6,28,11
1,3,490,321,16,46,11
1,8,113,395,49,2,49
1,4,308,377,30,3,20
1,11,190,607,23,28,16
1,7,199,218,48,25,35
1,3,279,484,40,2,27
1,6,441,266,39,33,45
1,2,153,449,31,7,42
1,1,219,621,29,39,42
1,2,136,330,41,17,16
1,2,725,430,28,10,3
1,8,418,712,17,48,15
1,4,489,463,35,44,39
1,4,129,544,20,0,0
1,7,261,223,38,34,37
1,5,694,163,4,12,0
1,3,656,337,6,39,16
1,6,470,341,48,11,41
1,6,544,169,29,49,4
1,10,130,207,9,29,27
1,1,249,260,27,50,19
1,2,626,288,34,21,10
1,1,125,573,19,7,21
1,9,273,298,3,18,47
1,1,317,30,0,47,43
1,3,509,709,11,5,24
1,3,77,468,19,13,49
1,3,759,51,49,38,17
1,4,645,258,44,34,46
1,1,661,777,43,29,42
1,10,317,584,40,19,33
1,6,634,481,15,42,15
1,1,409,426,34,17,2
1,5,114,713,2,26,20
1,6,522,90,30,21,5
1,9,334,648,20,43,28
1,4,38,648,36,18,11
1,6,456,636,49,24,10
1,8,698,535,32,33,46
1,3,462,196,40,27,50
1,1,610,189,18,10,27
1,3,582,594,16,43,18
1,5,504,1,20,38,5
1,12,277,370,43,49,37
1,12,602,196,11,46,1
1,2,636,694,41,5,35
1,2,237,186,30,22,27
1,10,479,657,16,42,38
1,3,570,361,39,21,29
1,2,703,594,16,31,44
1,10,178,781,24,40,27
1,1,503,312,7,43,10
1,6,242,618,21,31,23
1,7,72,406,26,23,26
1,2,72,146,4,32,47
1,8,93,713,36,12,44
1,7,735,305,11,3,23
1,5,266,771,36,29,33
1,2,697,693,48,15,34
1,10,713,513,44,11,1
1,12,436,571,18,19,23
1,9,54,636,27,12,21
1,8,164,771,12,1,0
1,3,773,636,6,36,7
1,3,692,409,35,12,17
1,3,359,97,17,9,21
1,10,586,508,16,36,29
1,7,343,324,42,11,11
1,2,564,538,40,34,46
1,11,388,283,1,4,7
1,1,763,544,7,12,41
1,7,423,609,32,2,47
1,11,184,15,24,26,24
1,12,282,550,39,18,8
1,10,481,174,36,43,7
1,3,280,438,41,5,12
1,1,674,745,17,5,22
1,4,712,596,31,44,13
1,5,362,23,38,39,20
1,8,428,324,6,41,41
1,7,564,651,11,30,14
1,6,480,674,41,22,4
1,10,18,748,30,48,38
1,4,722,461,15,11,14
1,4,38,1,50,26,4
1,1,224,233,16,23,39
1,2,454,662,4,24,11
1,11,445,226,11,27,10
1,8,18,168,13,11,48
1,2,694,368,37,46,48
1,5,7,169,25,18,17
1,3,429,39,37,38,3
1,12,169,360,39,9,11
1,10,488,513,21,45,46
1,5,633,29,13,49,35
1,8,65,399,40,12,12
1,1,11,85,39,28,34
1,4,613,29,29,45,28
1,6,684,659,4,41,6
1,1,526,55,13,11,36
1,1,564,748,42,49,17
1,5,305,663,22,44,11
1,3,270,130,2,31,17
1,10,611,376,11,24,48
1,7,351,479,27,19,43
1,5,610,239,21,48,24
1,3,127,395,7,30,18
1,3,46,327,8,39,29
1,12,251,53,5,46,7
1,6,478,760,29,45,4
1,1,481,354,19,32,43
1,12,712,75,2,34,29
1,7,684,3,37,26,33
1,8,632,35,42,49,34
1,5,707,159,48,24,2
1,6,173,208,46,8,27
1,3,620,172,37,34,37
1,6,609,429,40,2,28
1,6,144,643,30,39,21
1,9,545,718,28,31,30
1,6,164,380,43,34,41
1,11,110,203,19,31,36
1,4,342,58,37,13,45
1,9,382,706,27,4,17
1,1,160,594,7,43,8
1,1,711,517,48,27,44
1,12,126,358,25,19,30
1,3,249,298,49,28,22
1,11,95,214,21,38,47
1,2,474,592,31,32,7
1,3,763,628,1,17,15
1,6,648,563,8,38,35
1,3,121,219,2,17,27
1,1,163,229,23,31,7
1,2,244,14,28,49,12
1,7,428,150,32,4,43
1,1,103,475,43,11,31
1,4,274,502,12,46,22
1,3,307,229,46,13,38
1,1,137,122,31,18,12
1,5,497,161,26,34,48
1,7,197,447,8,7,10
1,11,745,716,38,49,20
1,4,714,770,29,12,48
1,2,578,252,29,7,43
1,12,645,627,44,42,4
1,7,371,128,26,21,48
1,12,418,213,50,12,33
1,8,62,264,30,3,15
1,9,320,74,41,41,7
1,11,414,457,32,37,2
1,7,2,757,30,37,14
1,7,413,447,6,32,50
1,2,235,88,49,32,2
1,3,247,435,42,17,30
1,1,28,674,13,20,48
1,2,631,460,14,2,42
1,5,445,158,43,50,45
1,6,151,196,47,40,3
1,3,258,778,13,24,17
1,7,356,16,6,45,21
1,8,430,716,19,6,38
1,7,616,307,32,27,24
1,4,396,549,10,32,40
1,10,61,401,46,31,43
1,4,525,31,35,17,47
1,6,180,33,41,26,25
1,9,293,266,25,43,0
1,8,568,24,42,46,33
1,1,447,510,46,45,9
1,10,8,484,42,16,33
1,4,530,163,46,35,32
1,8,39,237,8,1,43
1,10,152,674,17,39,14
1,7,41,732,2,18,42
1,4,47,360,28,17,5
1,8,599,220,9,46,14
1,11,272,739,25,18,23
1,7,480,157,46,21,8
1,9,398,692,31,4,29
1,3,174,126,15,16,32
1,1,770,117,25,1,26
1,10,385,617,2,40,10
1,4,286,482,8,5,14
1,7,668,438,34,4,41
1,5,596,319,6,37,25
1,6,364,616,34,44,23
1,3,291,305,37,34,16
1,7,4,165,40,11,1
1,12,280,43,33,35,9
1,4,565,689,25,9,10
1,9,372,661,49,3,33
1,7,173,622,17,33,25
1,7,135,253,29,35,15
1,12,1,763,39,39,31
1,3,380,523,18,20,49
1,8,680,284,15,1,31
1,11,752,615,13,44,47
1,8,366,638,38,21,30
1,2,598,384,36,3,6
1,5,161,79,3,49,44
1,2,15,187,23,44,32
1,6,107,382,21,18,29
1,11,541,714,46,9,50
1,3,498,239,12,38,10
1,12,445,551,34,10,39
1,12,130,620,39,43,17
1,9,65,301,11,14,3
1,7,500,182,28,11,44
1,3,546,128,15,18,22
1,5,590,345,44,4,37
1,1,274,272,44,41,44
1,7,341,557,24,16,33
1,6,332,648,36,39,42
1,10,523,525,18,9,31
1,8,423,85,27,25,8
1,1,79,227,0,24,34
1,5,623,125,23,48,15
1,3,61,751,18,1,18
1,1,215,252,48,12,24
1,1,270,111,4,13,28
1,6,410,65,27,6,5
1,2,709,18,11,23,11
1,2,60,776,22,46,25
1,4,204,398,31,26,33
1,11,259,485,32,29,22
1,11,125,101,22,8,1
1,5,96,36,12,37,43
1,5,210,419,24,17,14
1,1,588,369,40,40,4
1,8,257,492,21,29,31
1,7,509,154,47,33,4
1,12,335,568,40,0,28
1,12,308,273,47,47,23
1,5,768,332,47,21,36
1,11,390,379,14,19,37
1,9,375,64,37,39,19
1,1,327,489,10,30,7
1,4,187,5,50,23,15
1,9,725,492,31,48,6
1,5,167,26,17,30,42
1,10,625,419,17,15,32
1,9,326,278,36,43,25
1,1,463,660,31,36,33
1,1,618,329,45,25,13
1,2,421,451,1,7,28
1,1,212,679,8,43,14
1,11,68,11,7,15,49
1,1,569,744,25,24,35
1,10,536,352,13,4,5
1,7,185,431,19,28,31
1,1,553,293,27,47,36
1,6,610,516,20,42,28
1,10,155,241,30,31,17
1,5,174,304,0,4,27
1,3,431,103,23,3,25
1,7,354,33,12,13,7
1,1,522,300,15,47,28
1,12,766,113,0,8,33
1,5,748,162,33,6,20
1,2,48,89,19,36,7
1,2,686,391,43,41,36
1,12,112,90,41,22,10
1,12,457,123,14,34,5
1,1,673,30,22,17,24
1,1,65,662,43,36,21
1,3,5,462,22,26,28
1,12,344,241,26,22,43
1,12,599,110,24,18,34
1,12,505,581,17,15,21
1,2,717,770,41,35,45
1,7,405,457,18,29,6
1,6,241,381,31,23,5
1,12,762,160,38,8,18
1,9,117,450,13,22,27
1,8,127,58,6,38,20
1,10,50,29,21,2,31
1,11,370,182,13,34,15
1,6,46,584,18,36,26
1,3,543,23,22,3,4
1,9,2,533,27,30,13
1,2,499,38,36,39,2
1,9,477,500,8,8,11
1,8,598,350,14,15,2
1,11,230,382,8,29,31
1,2,253,40,33,37,16
1,11,379,355,30,46,43
1,8,243,200,39,35,26
1,7,341,321,21,25,4
1,6,50,731,0,3,42
1,3,273,425,10,12,45
1,2,673,430,34,21,29
1,10,553,0,7,33,27
1,9,17,132,29,9,3
1,11,462,86,11,48,35
1,4,410,93,14,26,31
1,3,400,753,30,49,40
1,6,96,568,4,47,16
1,4,184,252,28,7,5
1,2,764,644,6,3,49
1,1,453,176,27,44,14
1,8,23,485,1,10,40
1,9,259,254,2,36,33
1,9,519,552,4,45,13
1,3,327,605,49,31,25
1,8,620,425,38,6,14
1,7,134,87,26,24,8
1,2,452,689,43,6,37
1,4,515,449,4,41,9
1,4,225,152,29,16,49
1,11,701,256,39,5,44
1,11,150,320,10,16,10
1,5,123,494,49,11,15
1,9,372,300,44,41,16
1,12,227,638,6,7,27
1,9,300,72,16,5,23
1,4,173,588,16,12,5
1,8,85,339,31,16,16
1,1,405,692,6,27,29
1,5,57,138,11,41,30
1,7,422,688,41,42,3
1,10,169,453,42,26,26
1,3,359,374,26,29,48
1,11,687,726,47,10,22
1,9,445,91,7,28,19
1,6,531,671,13,30,7
1,1,351,550,10,24,0
1,7,664,243,8,6,17
1,10,137,432,29,39,27
1,3,615,332,16,36,43
1,3,215,231,14,43,8
1,6,672,450,35,45,5
1,4,611,176,29,32,46
1,6,326,335,24,40,4
1,1,96,268,19,18,17
1,1,205,280,33,41,1
1,8,427,90,15,2,14
1,1,442,444,36,1,41
1,6,428,8,29,23,3
1,1,53,679,38,15,23
1,9,543,137,10,48,27
1,11,113,735,41,7,2
1,10,334,81,23,30,40
1,12,680,76,34,9,44
1,4,682,223,42,31,45
1,3,386,607,1,40,5
1,7,55,329,43,28,43
1,7,82,528,10,44,39
1,3,261,650,40,3,21
1,3,742,86,12,27,46
1,11,677,627,6,11,36
1,6,22,138,44,42,30
1,1,193,530,22,39,28
1,8,237,406,18,23,43
1,11,298,582,45,35,14
1,10,549,536,23,7,7
1,4,774,574,48,33,9
1,3,706,700,36,46,3
1,8,154,757,50,6,8
1,9,524,108,35,24,35
1,2,211,344,44,3,27
1,6,309,662,46,4,21
1,8,95,716,13,33,24
1,9,573,496,27,23,29
1,12,587,517,40,5,23
1,1,616,439,21,10,39
1,10,264,522,49,45,28
1,8,53,749,14,47,39
1,2,657,708,1,12,49
1,2,293,370,29,42,43
1,4,550,163,4,28,3
1,8,249,544,33,8,46
1,7,307,107,30,27,16
1,3,644,361,46,21,40
1,7,712,616,48,22,28
1,11,48,249,20,15,15
1,7,73,776,20,20,40
1,6,319,714,21,15,18
1,5,524,57,43,29,11
1,2,67,224,15,18,24
1,1,757,241,13,1,30
1,4,442,415,33,36,4
1,1,104,627,8,22,40
1,2,324,28,25,8,43
1,7,730,522,24,10,11
1,10,237,215,19,31,20
1,6,521,242,6,1,16
1,7,454,395,36,13,9
1,9,583,110,42,41,45
1,9,453,44,10,32,14
1,3,277,97,49,22,8
1,2,606,327,45,19,4
1,4,467,511,46,41,7
1,12,725,498,1,21,9
1,5,243,546,35,31,33
1,2,544,530,32,15,21
1,2,424,52,35,29,50
1,2,215,205,33,3,6
1,8,112,140,49,45,42
1,2,2,440,13,24,37
1,1,235,464,26,33,42
1,11,721,62,40,42,32
1,4,432,673,22,3,39
1,9,709,48,44,3,21
1,12,342,11,16,47,26
1,2,537,120,10,20,41
1,1,366,248,29,21,24
1,9,203,250,11,30,7
1,3,195,674,7,39,44
1,4,654,490,48,1,2
1,3,574,240,16,45,45
1,10,471,152,15,34,41
1,7,463,56,35,16,9
1,6,72,66,34,18,1
1,11,71,658,27,23,10
1,12,615,500,7,30,13
1,10,212,620,35,10,17
1,7,264,683,30,28,11
1,3,729,34,18,43,38
1,3,720,578,37,5,19
1,7,252,305,29,21,3
1,5,188,465,7,23,48
1,5,309,678,35,47,1
1,11,505,219,24,21,43
1,11,407,470,23,41,33
1,11,65,774,32,46,2
1,3,484,761,24,27,25
1,11,633,109,17,33,12
1,12,326,764,23,3,32
1,4,599,649,17,27,10
1,12,410,165,17,30,17
1,9,574,352,41,9,3
1,7,221,647,26,46,43
1,1,471,186,12,6,48
1,2,417,616,5,48,48
1,5,224,361,50,6,7
1,5,323,6,40,33,34
1,1,226,263,21,47,3
1,12,653,623,45,2,33
1,1,138,782,18,20,29
1,1,606,780,31,7,9
1,5,422,498,44,36,43
1,4,366,2,16,45,23
1,10,308,155,18,17,25
1,12,364,689,15,43,13
1,10,613,108,9,26,33
1,8,519,653,48,4,46
1,3,158,264,8,33,10
1,2,162,31,3,29,37
1,4,146,489,35,12,43
1,1,291,287,20,50,9
1,8,635,223,46,23,15
1,6,776,131,40,48,19
1,12,301,194,6,30,34
1,2,30,172,18,2,43
1,9,711,229,3,34,7
1,10,401,35,46,11,5
1,2,749,725,22,20,21
1,9,455,684,22,43,33
1,4,721,143,31,14,33
1,12,711,478,12,35,9
1,6,402,486,48,19,11
1,4,67,213,26,5,42
1,6,335,204,39,26,13
1,3,709,621,14,4,19
1,2,686,481,29,26,43
1,7,537,22,32,7,1
1,5,680,58,20,43,28
1,12,688,755,44,7,35
1,2,701,163,34,46,14
1,3,153,224,28,48,21
1,4,227,112,44,28,47
1,5,511,185,38,31,12
1,1,163,630,35,42,46
1,5,259,444,22,16,29
1,6,82,673,30,10,25
1,7,304,510,28,28,19
1,3,431,138,13,31,43
1,4,322,251,27,8,20
1,7,413,599,26,26,22
1,8,242,287,22,46,18
1,8,663,718,25,20,16
1,12,252,763,22,16,34
1,11,750,12,8,37,14
1,10,100,131,23,49,14
1,11,151,393,40,4,29
1,1,722,199,6,34,24
1,1,541,704,47,23,31
1,11,142,215,4,43,27
1,1,121,706,2,43,21
1,11,290,768,32,11,10
1,3,45,523,17,8,9
1,7,675,272,32,20,26
1,12,293,500,32,43,37
1,10,747,91,42,25,2
1,5,568,361,28,26,14
1,9,211,128,1,27,49
1,3,745,757,36,11,48
1,7,39,2,38,15,28
1,1,216,708,37,27,13
1,8,588,727,19,24,45
1,3,298,760,0,9,46
1,2,56,330,9,8,14
1,9,364,256,43,32,23
1,3,203,298,44,13,39
1,3,212,612,34,13,48
1,1,489,244,24,21,13
1,11,96,576,29,7,5
1,12,594,4,37,16,31
1,12,175,111,10,26,44
1,3,621,337,26,48,5
1,2,108,474,29,16,14
1,10,425,20,45,41,9
1,8,743,311,34,6,4
1,6,275,153,50,32,33
1,10,476,647,37,44,4
1,10,617,629,8,19,31
1,5,17,553,38,21,31
1,12,312,520,20,35,7
1,3,469,344,27,27,11
1,10,365,547,36,25,7
1,12,25,432,50,41,14
1,1,552,8,13,42,44
1,1,573,331,32,44,17
1,9,722,299,43,48,33
1,9,163,741,34,3,5
1,3,514,749,44,3,17
1,9,281,775,0,19,38
1,6,641,630,6,26,16
1,6,297,563,2,18,7
1,3,40,684,41,27,34
1,1,280,636,19,8,29
1,10,678,47,27,31,1
1,9,260,582,20,33,48
1,3,304,450,43,28,18
1,12,441,301,47,26,34
1,5,256,572,19,9,22
1,7,363,592,27,25,13
1,4,381,1,21,33,29
1,2,320,191,48,18,32
1,4,767,264,47,2,0
1,9,229,401,46,44,43
1,5,141,399,16,10,14
1,5,483,649,17,31,3
1,3,667,106,14,23,42
1,9,192,749,14,41,47
1,1,418,136,9,37,5
1,9,732,41,12,10,30
1,8,346,281,42,19,42
1,8,636,235,13,12,23
1,7,181,386,38,15,11
1,7,299,549,46,0,31
1,6,242,468,6,47,10
1,9,681,279,7,20,41
1,9,307,169,20,43,47
1,1,558,564,20,48,29
1,4,4,126,25,12,5
1,2,502,581,50,31,1
1,3,367,736,36,23,11
1,1,461,131,28,43,47
1,4,522,608,47,27,23
1,12,153,144,5,27,21
1,2,13,620,32,40,43
1,1,680,400,23,39,1
1,1,97,531,33,31,44
1,3,82,651,12,1,18
1,7,107,59,48,3,4
1,1,487,222,34,41,1
1,11,95,591,39,19,14
1,9,466,604,3,33,6
1,4,20,328,3,30,42
1,5,185,734,5,9,5
1,6,199,333,9,31,7
1,9,590,617,5,9,30
1,3,341,465,14,13,30
1,9,40,493,14,22,14
1,8,243,503,10,8,49
1,1,410,83,44,6,38
1,8,653,609,4,20,42
1,2,483,676,22,29,48
1,2,560,756,21,33,47
1,6,370,140,21,47,22
1,9,158,505,13,6,44
1,10,462,167,24,28,32
1,10,255,105,49,16,11
1,8,643,440,8,9,42
1,6,587,656,3,28,47
1,1,648,145,15,28,34
1,1,608,294,28,3,34
1,11,701,362,15,42,11
1,6,642,760,20,41,19
1,11,677,733,27,19,41
1,4,319,406,4,36,17
1,1,349,555,10,37,33
1,4,187,4,1,22,33
1,3,257,540,25,11,22
1,4,70,263,22,34,27
1,4,344,35,31,15,49
1,7,124,163,1,5,26
1,2,260,718,15,31,29
1,12,482,661,28,2,14
1,4,126,171,26,32,42
1,8,335,85,11,16,23
1,5,330,227,44,17,28
1,2,537,615,6,38,37
1,5,356,29,12,36,14
1,10,317,305,9,38,2
1,6,249,158,11,8,31
1,10,1,520,16,8,30
1,10,165,403,30,24,25
1,2,356,41,21,2,48
1,3,149,712,10,28,23
1,3,751,290,7,49,47
1,4,658,549,46,9,29
1,2,252,634,22,32,5
1,7,440,310,40,13,43
1,1,614,719,19,34,23
1,1,637,354,43,48,49
1,1,758,122,6,17,5
1,3,438,197,18,20,11
1,2,392,205,25,40,7
1,8,740,249,27,23,5
1,4,143,312,33,6,27
1,11,617,526,6,2,33
1,3,405,433,33,36,39
1,11,176,95,0,22,50
1,6,542,540,12,43,43
1,11,563,103,10,49,48
1,10,174,258,3,50,23
1,2,568,712,20,48,21
1,10,435,433,4,3,25
1,9,762,729,17,24,15
1,6,250,646,7,26,37
1,2,390,738,4,18,30
1,9,550,238,21,8,24
1,2,664,122,18,18,41
1,3,359,331,6,10,15
1,5,170,741,47,6,2
1,12,613,586,31,34,1
1,1,26,399,19,40,5
